datetime_,date_,time_,username,tweet,link,nlikes,nretweets,nreplies,hashtags,TweetPostedTime_hour,TweetPostedTime_date,cleaned_tweets,predict,score
2022-01-10 07:31:30,2022-01-10,07:31:30,Crypto9999999,@AdamAdli @LagaCawan Tan Sri Azam Baki Ikon Korupsi SPRM 2020 #MalaysianCorruption,https://twitter.com/Crypto9999999/status/1480321363474743296,0,0,0,['malaysiancorruption'],7,2022-01-10,tan sri azam baki ikon korupsi sprm,neutral,0.9699719585073204
2022-01-10 07:27:39,2022-01-10,07:27:39,flying_mocha,@sajecubatrytest Ni try SPRM,https://twitter.com/flying_mocha/status/1480320392866635782,4,0,0,[],7,2022-01-10,ni try sprm,neutral,0.6892929514719078
2022-01-10 07:23:29,2022-01-10,07:23:29,eddydaud,@AlawiyahYussof @LKalung Unacceptable that Senior SPRM officers talking rhetoric about politics without facts to back up what they say.,https://twitter.com/eddydaud/status/1480319346949849089,4,1,0,[],7,2022-01-10,unacceptable senior sprm officers talking rhetoric politics facts,neutral,0.6608742854194198
2022-01-10 07:20:48,2022-01-10,07:20:48,Iqbalbiologos,Sape percaya sprm dia bodoh,https://twitter.com/Iqbalbiologos/status/1480318669246795776,1,0,0,[],7,2022-01-10,sape percaya sprm dia bodoh,negative,0.9018476033668277
2022-01-10 07:20:10,2022-01-10,07:20:10,mevius_m_,"@LagaCawan  https://t.co/FK2TS6gsJ7  laporan awam Berkenaan salah guna kuasa, maklum balas dari SPRM diluar bidang kuasa.",https://twitter.com/mevius_m_/status/1480318510660087808,0,0,1,[],7,2022-01-10,laporan awam berkenaan salah guna kuasa maklum balas dari sprm diluar bidang kuasa,negative,0.8631018177957999
2022-01-10 07:18:19,2022-01-10,07:18:19,Kapak_mod,@fmtoday Tahik la SPRM suruhanjaya penipu rakyat malaysia,https://twitter.com/Kapak_mod/status/1480318044136108033,0,0,0,[],7,2022-01-10,tahik la sprm suruhanjaya penipu rakyat malaysia,negative,0.751543057919404
2022-01-10 07:18:15,2022-01-10,07:18:15,mevius_m_,@LagaCawan  https://t.co/VpgNIEbQir  dalam Video boleh nampak ada sebanyak 70 aduan berkenaan salah guna kuasa dan kes rasuah dilapor kepada SPRM semua dibatalkan,https://twitter.com/mevius_m_/status/1480318027073654784,0,0,1,[],7,2022-01-10,dalam video boleh nampak ada sebanyak aduan berkenaan salah guna kuasa dan kes rasuah dilapor kepada sprm semua dibatalkan,negative,0.981211556587356
2022-01-10 07:16:17,2022-01-10,07:16:17,mcfarlinranch,"@LKalung @CastelloNasir Dalam usaha utk membuat perubahan nama. PARTI SPRM, tunggu kelulusan (Ros)",https://twitter.com/mcfarlinranch/status/1480317535094337536,2,0,1,[],7,2022-01-10,dalam usaha utk membuat perubahan nama parti sprm tunggu kelulusan ros,neutral,0.8775977525827311
2022-01-10 07:10:47,2022-01-10,07:10:47,kamarulzamanmo8,@queen_aashley Ape bende ni main sokong2.dia ingat sprm ni syarikat tuk nenek dia.guna pula letterhead jabatan.sprm bkn kompni mak bapak kamu.nk sokong nk dokong nk apa sekali pn kamu sbg kakitgn krajaan duk diam2.,https://twitter.com/kamarulzamanmo8/status/1480316149967384578,0,0,1,[],7,2022-01-10,ape bende ni main sokong dia ingat sprm ni syarikat tuk nenek dia guna pula letterhead jabatan sprm bkn kompni mak bapak kamu nk sokong nk dokong nk apa sekali pn kamu sbg kakitgn krajaan duk diam,neutral,0.5722285278648891
2022-01-10 07:09:32,2022-01-10,07:09:32,fyzuladzwan,@KyaryHime @SPRMMalaysia hhmm... kalau Chairman atau CEO KTMB tak kena kot.  Kalau staff biasa kat SPRM mungkin kena kot.,https://twitter.com/fyzuladzwan/status/1480315834056667137,0,1,0,[],7,2022-01-10,hhmm kalau chairman atau ceo ktmb tak kena kot kalau staff biasa kat sprm mungkin kena kot,negative,0.6190420269279009
2022-01-10 07:09:19,2022-01-10,07:09:19,rashedlatiff,@mkini_bm Pokok nya semua agensi dan penguatkuasa kerajaan sedang menjalan kan siasatan tetapi akhir nya merujuk kepada SPRM dan bukan kepada Parliament Select Committee.?????,https://twitter.com/rashedlatiff/status/1480315778721189888,1,0,0,[],7,2022-01-10,pokok nya semua agensi dan penguatkuasa kerajaan sedang menjalan kan siasatan tetapi akhir nya merujuk kepada sprm dan bukan kepada parliament select committee,neutral,0.6419679541031693
2022-01-10 07:08:43,2022-01-10,07:08:43,sawcboon,@SPRMMalaysia You fellas in SPRM are a joke to the world.....sendiri sokong sendiri,https://twitter.com/sawcboon/status/1480315628720648192,5,0,0,[],7,2022-01-10,fellas sprm joke world sendiri sokong sendiri,neutral,0.7821441362741236
2022-01-10 07:07:19,2022-01-10,07:07:19,BforBatuhan,KDKSKDKSKDKSKDKSLS  LAN HARBİ Mİ? LFMSMDMSMS,https://twitter.com/BforBatuhan/status/1480315275048361994,1,0,0,[],7,2022-01-10,kdkskdkskdkskdksls lan harbi mi lfmsmdmsms,neutral,0.6210951453523144
2022-01-10 07:06:09,2022-01-10,07:06:09,NurAyuAbdullah,Nice try SPRM and PDRM,https://twitter.com/NurAyuAbdullah/status/1480314983749599232,2,0,0,[],7,2022-01-10,nice try sprm pdrm,neutral,0.7661193511280384
2022-01-10 07:04:31,2022-01-10,07:04:31,shahfairuzz,SPRM Pencegah Rasuah ❎ Penerima Rasuah ✅,https://twitter.com/shahfairuzz/status/1480314572661657600,0,0,0,[],7,2022-01-10,sprm pencegah rasuah penerima rasuah,negative,0.9595888668099153
2022-01-10 07:01:43,2022-01-10,07:01:43,history_current,Apakah yang sedang berlaku di SPRM? Kemelaratan Nasional atau Institutional Implosion?,https://twitter.com/history_current/status/1480313868295413760,0,0,0,[],7,2022-01-10,apakah yang sedang berlaku di sprm kemelaratan nasional atau institutional implosion,neutral,0.7784813459686257
2022-01-10 06:54:27,2022-01-10,06:54:27,kisheyem,Where the F is your integrity?  Nama je SPRM .,https://twitter.com/kisheyem/status/1480312038362533888,0,0,0,[],6,2022-01-10,integrity nama je sprm,neutral,0.6582291819516204
2022-01-10 06:42:16,2022-01-10,06:42:16,faiznshrdn_,Sprm tu lah sebenarnya bapak kepada segala jenis Rasuah dalam negara kita ni. Bukak mata sikit.,https://twitter.com/faiznshrdn_/status/1480308973311979520,0,0,0,[],6,2022-01-10,sprm tu lah sebenarnya bapak kepada segala jenis rasuah dalam negara kita ni bukak mata sikit,negative,0.8332231998459141
2022-01-10 06:40:40,2022-01-10,06:40:40,WhiteGreyF,"serangan ke atas SPRM juga bermotifkan politik. kes terowong Azam Baki nak buka, inilah cara mereka untuk melengahkan. @SPRMMalaysia jangan menyerah... teruskan percepatkan!",https://twitter.com/WhiteGreyF/status/1480308569807339521,0,0,0,[],6,2022-01-10,serangan ke atas sprm juga bermotifkan politik kes terowong azam baki nak buka inilah cara mereka untuk melengahkan jangan menyerah teruskan percepatkan,negative,0.6617299762716014
2022-01-10 06:37:55,2022-01-10,06:37:55,MohdNoh55677011,@mkini_bm Sprm tak jujur dn amnh kpd Mal. Bersubht nk gulingkan dsn.,https://twitter.com/MohdNoh55677011/status/1480307878476976128,0,0,0,[],6,2022-01-10,sprm tak jujur dn amnh kpd mal bersubht nk gulingkan dsn,neutral,0.8522623494351915
2022-01-10 06:37:16,2022-01-10,06:37:16,MohdNoh55677011,"@mkini_bm Geng sprm kata motif dendam, habis kutty punya geng nk jatuhkn dsn tu pun dendam juga. Kata yg sgt mudah, sprm tak jujur dn amnh.",https://twitter.com/MohdNoh55677011/status/1480307712369905664,0,0,0,[],6,2022-01-10,geng sprm kata motif dendam habis kutty punya geng nk jatuhkn dsn tu pun dendam juga kata yg sgt mudah sprm tak jujur dn amnh,negative,0.9202148345181698
2022-01-10 06:35:33,2022-01-10,06:35:33,ha64rry,"@imShahidah Fundamentally SPRM has to be whiter than white when helping such an agency...are they in this case?...no they are not...it is obvious, isn't it?...tepuk dada,  tanya selera...genggam arang biar sampai abu...has this been proven with the leader?..resounding NO",https://twitter.com/ha64rry/status/1480307280352800770,0,0,0,[],6,2022-01-10,fundamentally sprm whiter white helping agency case obvious isn tepuk dada tanya selera genggam arang biar sampai abu proven leader resounding,neutral,0.8390318226925217
2022-01-10 06:24:28,2022-01-10,06:24:28,mighulfirdaus,Serius ah 😂 dah kenapa staff2 sprm ni dorang ni masa nk masuk kerja takde test IQ ke siapa je yang tolol percaya account dia adik dia yang pakai 😂,https://twitter.com/mighulfirdaus/status/1480304493774266370,1,0,0,[],6,2022-01-10,serius ah dah kenapa staff sprm ni dorang ni masa nk masuk kerja takde test iq ke siapa je yang tolol percaya account dia adik dia yang pakai,negative,0.9483317624244025
2022-01-10 06:16:28,2022-01-10,06:16:28,mangkapiyo,@fahmi_fadzil mna sda slogan telus dn berkecuali...sprm mcm jabatan majlis perbendaran suruh org kutip sampah..tpi sendiri perangai mcm sampah,https://twitter.com/mangkapiyo/status/1480302480369995779,1,0,0,[],6,2022-01-10,mna sda slogan telus dn berkecuali sprm mcm jabatan majlis perbendaran suruh org kutip sampah tpi sendiri perangai mcm sampah,negative,0.8933451245629986
2022-01-10 06:15:43,2022-01-10,06:15:43,SPRM_25,geinori_bot shahs djdndnnd,https://twitter.com/SPRM_25/status/1480302289936326656,0,0,0,[],6,2022-01-10,geinori bot shahs djdndnnd,neutral,0.7090418922300894
2022-01-10 06:15:23,2022-01-10,06:15:23,ashrd_z,This is so stupid. Nk tolong mangsa banjir pun kena soal siasat. Like don’t you have better things to investigate like the SPRM case 💁🏻‍♀️ kita org muda tak bodoh dan tak buta la 🙎🏻‍♀️,https://twitter.com/ashrd_z/status/1480302207824056320,1,0,0,[],6,2022-01-10,stupid nk tolong mangsa banjir pun kena soal siasat like don better things investigate like sprm case kita org muda tak bodoh dan tak buta la,negative,0.9317032235446621
2022-01-10 06:15:18,2022-01-10,06:15:18,WhiteGreyF,@yukikaze5039 @akmalnasir @cek_suhana @AMKMalaysia ini sebenarnya serangan mereka... bermotifkan politik. ada sesuatu yang SPRM nak lakukan ke atas pemimpin PH dan mereka cuba mengasak SPRM agar huru hara.,https://twitter.com/WhiteGreyF/status/1480302186424791040,0,0,0,[],6,2022-01-10,ini sebenarnya serangan mereka bermotifkan politik ada sesuatu yang sprm nak lakukan ke atas pemimpin ph dan mereka cuba mengasak sprm agar huru hara,negative,0.7833074631149071
2022-01-10 06:02:01,2022-01-10,06:02:01,imrantoyaaaa,@BernamaTV SPRM tugas dia pergi cegah rasuah bukan tengok projek bodoh nya menteri Malaysia,https://twitter.com/imrantoyaaaa/status/1480298841509273601,3,0,0,[],6,2022-01-10,sprm tugas dia pergi cegah rasuah bukan tengok projek bodoh nya menteri malaysia,negative,0.953744490772297
2022-01-10 05:49:23,2022-01-10,05:49:23,awang_tahir,●SPRM DAH JADI SARKIS ●PELAKUN UTAMA AZAM BAKI ●TAKDIR!!! @SPRMMalaysia,https://twitter.com/awang_tahir/status/1480295662403002369,0,0,0,[],5,2022-01-10,sprm dah jadi sarkis pelakun utama azam baki takdir,neutral,0.6016805583304893
2022-01-10 05:41:03,2022-01-10,05:41:03,m_dateline,"Mufti Perlis, Datuk Dr Mohd Asri Zainul Abidin secara sinis dilihat memberi reaksi berhubung isu pemilikan saham membabitkan Ketua Pesuruhjaya Suruhanjaya Pencegahan Rasuah Malaysia (SPRM), Tan Sri Azam Baki. Menerusi Twitter rasminya,…  https://t.co/cRZXvbdfL7 #malaysiadateline",https://twitter.com/m_dateline/status/1480293568275091458,1,1,0,['malaysiadateline'],5,2022-01-10,mufti perlis datuk dr mohd asri zainul abidin secara sinis dilihat memberi reaksi berhubung isu pemilikan saham membabitkan ketua pesuruhjaya suruhanjaya pencegahan rasuah malaysia sprm tan sri azam baki menerusi twitter rasminya,neutral,0.6709182262434792
2022-01-10 05:41:03,2022-01-10,05:41:03,santai_tv,"Mufti Perlis, Datuk Dr Mohd Asri Zainul Abidin secara sinis dilihat memberi reaksi berhubung isu pemilikan saham membabitkan Ketua Pesuruhjaya Suruhanjaya Pencegahan Rasuah Malaysia (SPRM), Tan Sri Azam Baki. Menerusi Twitter rasminya, Dr MAZA official,…  https://t.co/bjmLfW70e7",https://twitter.com/santai_tv/status/1480293566807044096,0,0,0,[],5,2022-01-10,mufti perlis datuk dr mohd asri zainul abidin secara sinis dilihat memberi reaksi berhubung isu pemilikan saham membabitkan ketua pesuruhjaya suruhanjaya pencegahan rasuah malaysia sprm tan sri azam baki menerusi twitter rasminya dr maza official,neutral,0.819118751563157
2022-01-10 05:39:54,2022-01-10,05:39:54,chaohm133,SPRM pun corrupt…ape je yg boleh diharap…,https://twitter.com/chaohm133/status/1480293276028522496,1,0,1,[],5,2022-01-10,sprm pun corrupt ape je yg boleh diharap,negative,0.6912498921423738
2022-01-10 05:15:44,2022-01-10,05:15:44,SPRM_25,geinori_bot hshdhxhd djembe en,https://twitter.com/SPRM_25/status/1480287193709318144,0,0,0,[],5,2022-01-10,geinori bot hshdhxhd djembe en,neutral,0.7927194506597346
2022-01-10 05:14:25,2022-01-10,05:14:25,queen_aashley,"Belum siasat dah sokong. Di mana ketelusan? Sebab tu penyangak trlepas, bilis2 kt bawah kemain korang siasat. SPRM dah rosak. Perlu rombakan segera.",https://twitter.com/queen_aashley/status/1480286863000682496,15,1,2,[],5,2022-01-10,belum siasat dah sokong di mana ketelusan sebab tu penyangak trlepas bilis kt bawah kemain korang siasat sprm dah rosak perlu rombakan segera,negative,0.8308169785436679
2022-01-10 05:11:27,2022-01-10,05:11:27,sams2110,@501Awani Bermakna kita kene siasat keseluruhan warga sprm .. drpd ketua pesuruhjayanya sampaila ke kerani cabuk,https://twitter.com/sams2110/status/1480286116297129987,1,0,0,[],5,2022-01-10,bermakna kita kene siasat keseluruhan warga sprm drpd ketua pesuruhjayanya sampaila ke kerani cabuk,negative,0.49944105260407357
2022-01-10 04:59:41,2022-01-10,04:59:41,rdhwnhrz,@SPRMMalaysia Sprm corrupted,https://twitter.com/rdhwnhrz/status/1480283158163562496,0,0,0,[],4,2022-01-10,sprm corrupted,neutral,0.9614925931352274
2022-01-10 04:47:40,2022-01-10,04:47:40,namisourus,Semoga siapa2 yang berkomplot dalam SPRM ni takkan cium bau syurga,https://twitter.com/namisourus/status/1480280130794582016,0,0,0,[],4,2022-01-10,semoga siapa yang berkomplot dalam sprm ni takkan cium bau syurga,negative,0.5843108017052239
2022-01-10 04:45:48,2022-01-10,04:45:48,SPRM_25,geinori_bot jdhdh hmmm,https://twitter.com/SPRM_25/status/1480279663767592960,0,0,0,[],4,2022-01-10,geinori bot jdhdh hmmm,neutral,0.9171873635238255
2022-01-10 04:36:22,2022-01-10,04:36:22,MPorjing,@mkini_bm Skandal bos SprM nape plk DSIS yg dkatekan terok? Apa kaitanye.. Kes Terowong yg dlaku olh LGe sdri lagi ler terok..,https://twitter.com/MPorjing/status/1480277286767116291,1,0,0,[],4,2022-01-10,skandal bos sprm nape plk dsis yg dkatekan terok apa kaitanye kes terowong yg dlaku olh lge sdri lagi ler terok,negative,0.8551224650168727
2022-01-10 04:35:58,2022-01-10,04:35:58,gopog_sualim,"@IsmailSabri60 Kalau  lantik katua sprm baru -  jangan asyek orang malaya saja, bagilah peluang dari Sarawak atau Sabah pula.",https://twitter.com/gopog_sualim/status/1480277188448378880,0,0,0,[],4,2022-01-10,kalau lantik katua sprm baru jangan asyek orang malaya saja bagilah peluang dari sarawak atau sabah pula,neutral,0.834112753389717
2022-01-10 04:28:43,2022-01-10,04:28:43,MohdNoh55677011,"@501Awani Kes sprm mkn rasuah dah byk kali, Jgn nk tegak benang bsh.",https://twitter.com/MohdNoh55677011/status/1480275362420379650,0,0,0,[],4,2022-01-10,kes sprm mkn rasuah dah byk kali jgn nk tegak benang bsh,negative,0.7696289550466013
2022-01-10 04:28:01,2022-01-10,04:28:01,ASA68244056,@501Awani Menteri tak boleh cakap mcm itu. Itu cakap politik. Ia memberi impresi dia sokong ketua SPRM. Menteri sepatutnya tunjuk tidak berpihak. Kecualilah kenyataan oleh ASTRO ini tidak tepat. W’alam,https://twitter.com/ASA68244056/status/1480275185450115073,0,0,0,[],4,2022-01-10,menteri tak boleh cakap mcm itu itu cakap politik ia memberi impresi dia sokong ketua sprm menteri sepatutnya tunjuk tidak berpihak kecualilah kenyataan oleh astro ini tidak tepat alam,negative,0.6866975751001501
2022-01-10 04:15:43,2022-01-10,04:15:43,SPRM_25,geinori_bot )(((,https://twitter.com/SPRM_25/status/1480272091551514624,0,0,0,[],4,2022-01-10,geinori bot,neutral,0.98
2022-01-10 03:59:50,2022-01-10,03:59:50,faideath,"@KerusiSepii @SPRMMalaysia Kalau SPRM dibubarkan nasib sama macam pekerja kat SPAD dululah kan? Kesian. Admin media sosial SPRM ni bolehlah pelan-pelan cari tapak meniaga apa patut, cari job lain. Kalau dapat offer jabatan lain pun mesti tak best. :(",https://twitter.com/faideath/status/1480268094022971393,0,0,0,[],3,2022-01-10,kalau sprm dibubarkan nasib sama macam pekerja kat spad dululah kan kesian admin media sosial sprm ni bolehlah pelan pelan cari tapak meniaga apa patut cari job lain kalau dapat offer jabatan lain pun mesti tak best,negative,0.5600364521538168
2022-01-10 03:57:11,2022-01-10,03:57:11,IvannaSPRM,@usernodisp Cosas que enamoran 😍,https://twitter.com/IvannaSPRM/status/1480267426445070344,0,0,0,[],3,2022-01-10,cosas que enamoran,neutral,0.8249224204673522
2022-01-10 03:49:41,2022-01-10,03:49:41,cendawan,"@KroniRakyat Klu dah ketua penyamun umno pon dia boleh sokong,  inikan pula ketua sprm yg serba tau rahsia...",https://twitter.com/cendawan/status/1480265540677484545,5,0,0,[],3,2022-01-10,klu dah ketua penyamun umno pon dia boleh sokong inikan pula ketua sprm yg serba tau rahsia,negative,0.9658296844028782
2022-01-10 03:45:47,2022-01-10,03:45:47,SPRM_25,geinori_bot uhsseyeyeeeeum,https://twitter.com/SPRM_25/status/1480264557574881281,0,0,0,[],3,2022-01-10,geinori bot uhsseyeyeeeeum,neutral,0.6088362480373062
2022-01-10 03:44:26,2022-01-10,03:44:26,shazwannkamal,Harap sprm ada bukak banyak jawatan kosong,https://twitter.com/shazwannkamal/status/1480264217823379459,0,0,0,[],3,2022-01-10,harap sprm ada bukak banyak jawatan kosong,negative,0.5594441593981094
2022-01-10 03:40:55,2022-01-10,03:40:55,IvannaSPRM,Que le escribas cartas y no las lea 😍😍,https://twitter.com/IvannaSPRM/status/1480263334360494089,12,0,2,[],3,2022-01-10,que le escribas cartas las lea,neutral,0.8077527045236035
2022-01-10 03:37:00,2022-01-10,03:37:00,IvannaSPRM,Mi papá me manda fotos de mis plantitas para ver cómo están 🥺💘,https://twitter.com/IvannaSPRM/status/1480262348032065538,5,0,0,[],3,2022-01-10,mi pap manda fotos de mis plantitas para ver mo est,positive,0.5383726095661581
2022-01-10 03:32:52,2022-01-10,03:32:52,cendawan,@mkini_bm 3 ni tak layak jd pesuruhjaya sprm. Hampeh...,https://twitter.com/cendawan/status/1480261308142419971,0,0,0,[],3,2022-01-10,ni tak layak jd pesuruhjaya sprm hampeh,negative,0.6437717522880633
2022-01-10 03:31:34,2022-01-10,03:31:34,AkmlAz,SPRM Barai,https://twitter.com/AkmlAz/status/1480260983121608704,0,0,0,[],3,2022-01-10,sprm barai,negative,0.7596266288620226
2022-01-10 03:28:52,2022-01-10,03:28:52,cendawan,@_NurQaseh Bila penyamun back up sprm. Pastinya ada rahsia tersembunyi...,https://twitter.com/cendawan/status/1480260301870153730,0,0,0,[],3,2022-01-10,bila penyamun sprm pastinya ada rahsia tersembunyi,negative,0.960701543927013
2022-01-10 03:22:47,2022-01-10,03:22:47,arnabduracell,kalau badan bebas ditubuhkan untuk menyiasat pegawai SPRM namanya Suruhanjaya Pencegahan Rasuah SPRM (SPRS) la kan?,https://twitter.com/arnabduracell/status/1480258770789822465,0,0,0,[],3,2022-01-10,kalau badan bebas ditubuhkan untuk menyiasat pegawai sprm namanya suruhanjaya pencegahan rasuah sprm sprs la kan,negative,0.6766670420805032
2022-01-10 03:16:37,2022-01-10,03:16:37,hfffffz,"@ES_EdisiKhas naya pak karim.   tapi pak karim ni mesti happy sambil berkata "" ha hampa(sc) cari aku, aku menyorok, sudahnye sprm cari hampa(sc), hampa tabley menyorok macam aku""   🤣  #serbadinamik  https://t.co/MY3pgWb9pl",https://twitter.com/hfffffz/status/1480257217509007361,0,0,0,['serbadinamik'],3,2022-01-10,naya pak karim tapi pak karim ni mesti happy sambil berkata ha hampa sc cari aku aku menyorok sudahnye sprm cari hampa sc hampa tabley menyorok macam aku,neutral,0.9099051308086712
